Latitude,Longitude,Number of Structures,Type of building,Building Material,No of storeys,Type of Building Registration,Use of building,Total No. of Family Member,Gender: Male,Gender: Female,Gender: Others,Physically Disabled,Source of Income,Average Salary,Crops Harvest,Irrigation Facility,Electricity Facility,Road Acces,Nearest Health Facility,Animal Husbandary,No. of old member
27.4327913,85.0882494,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,"Residential, Educational",5,2,3,0,0,"Agriculture, Foreign Employment",20k,"Maize, Millet",No,Yes,Yes,3km,"Buffalo, Chicken, Goat",1
27.4320757,85.08823,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,"Agriculture, Business",60k,Maize,No,Yes,Yes,3km,Cow,0
27.4081633,85.1148488,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,14000,"Maize, Millet",No,Yes,Yes,5km,"Buffalo, Cow",1
27.4317499,85.0885941,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,3,1,0,0,"Agriculture, Foreign Employment",2 lakhs,Maize,No,Yes,Yes,3km,"Chicken, Cow",0
27.431195,85.088115,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,3km,,
27.4096984,85.113437,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,23000,"Maize, Millet",No,Yes,Yes,4km,Cow,0
27.43491,85.0843356,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,1,3,,0,Agriculture,10k,"Maize, Millet",No,Yes,Yes,3km,Buffalo,0
27.4333172,85.0848472,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,7,4,3,,0,"Agriculture, Business",40k,"Maize, Millet",No,Yes,Yes,3km,Goat,1
27.409902,85.1133353,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,12000,Millet,No,Yes,Yes,4km,Cow,0
27.4100776,85.1132957,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,1,2,,0,Agriculture,21000,"Maize, Millet",No,Yes,Yes,4km,Cow,0
27.4328341,85.0851204,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,8,4,4,,0,Agriculture,2k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,Cow,1
27.4103425,85.1132734,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,13000,"Maize, Millet",No,Yes,Yes,4km,"Chicken, Cow",0
27.4350509,85.0788896,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,1,3,,0,"Agriculture, Business",30k,"Maize, Millet",No,Yes,Yes,3km,Cow,0
27.4103577,85.1131925,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,34000,"Maize, Millet",No,Yes,Yes,5km,"Buffalo, Cow",0
27.4366903,85.0792228,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,4,3,1,,0,Business,100000,"Banana, Maize",No,Yes,Yes,3km,"Chicken, Cow",0
27.4113966,85.1126636,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,1,Agriculture,15000,"Maize, Millet",No,Yes,Yes,5km,"Chicken, Goat",0
27.4118829,85.111681,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,43000,"Maize, Millet",No,Yes,Yes,5km,Goat,0
27.4371095,85.079568,1,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् र सम्पन्न भएको,Residential,10,4,6,,0,Agriculture,50k,"Maize, Millet",No,Yes,Yes,3km,Goat,2
27.4119516,85.1111601,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,4,,0,Agriculture,34000,"Maize, Millet",No,Yes,Yes,4km,Cow,0
27.4364825,85.083825,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,,,
27.4125097,85.1109137,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,3,4,,0,Agriculture,31000,"Maize, Millet",No,Yes,Yes,5km,Goat,0
27.4263608,85.0976482,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,,,
27.4130875,85.111365,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,4,,0,Agriculture,21000,"Maize, Millet",No,Yes,Yes,5km,Goat,0
27.4251395,85.0953552,4,निर्माणाधीन भवन,"जस्तापाता, आर.सी.सी.",1,थाहा नभएको ,Agriculture,,,,,,,,,,Yes,Yes,,,
27.4135798,85.1109497,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,31000,"Maize, Millet",No,Yes,Yes,4km,Cow,1
27.4237231,85.0950935,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,1,0,1,,0,Agriculture,2k,Maize,No,Yes,Yes,3km,,1
27.4136678,85.1104485,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,2,1,,0,Agriculture,23000,"Maize, Millet",No,Yes,Yes,4km,Cow,0
27.423647,85.094968,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,"Agriculture, Foreign Employment",40k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,2km,"Buffalo, Chicken, Goat",0
27.4126724,85.1331625,4,अस्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,,,,,,,,,,,,,,
27.4233184,85.0947518,,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Agriculture,,,,,,,,,,Yes,Yes,,,
27.4126938,85.1326167,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,3,,0,Agriculture,12000,"Maize, Millet",No,Yes,Yes,5km,,0
27.4236561,85.0944247,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,"Agriculture, Business",20k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",0
27.4081645,85.1347489,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Agriculture,11000,"Maize, Millet",No,Yes,Yes,6km,Cow,0
27.4228145,85.0946038,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Null,4,2,2,,0,"Agriculture, Business",20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,"Buffalo, Chicken, Goat",0
27.4111323,85.1368525,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,23000,"Maize, Millet",No,Yes,Yes,5km,Cow,0
27.4138666,85.137082,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,1,3,,0,Agriculture,11500,"Maize, Millet",No,Yes,Yes,5km,Cow,0
27.4225699,85.0947462,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,3,1,2,,0,Agriculture,12k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,Buffalo,0
27.4223629,85.0941488,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,"Agriculture, Business",20k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",1
27.4143713,85.1382364,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,4,2,,0,Agriculture,45000,"Maize, Millet",No,Yes,Yes,6km,"Cow, Goat",1
27.4142098,85.1375074,2,स्थायी भवन,आर.सी.सी.,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,31000,"Maize, Millet",No,Yes,Yes,4km,Cow,0
27.4223479,85.09391,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,20k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",0
27.4138618,85.1357772,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,31000,"Maize, Millet",No,Yes,Yes,5km,Cow,0
27.4138336,85.1358123,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,4,1,,0,Agriculture,5000,"Maize, Millet",No,Yes,Yes,4km,Cow,0
27.4223954,85.0939557,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,3,1,2,,0,Agriculture,15k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",0
27.4138714,85.1350909,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,3,1,2,,0,Agriculture,5000,"Maize, Millet",No,Yes,Yes,5km,Cow,0
27.4208296,85.0941259,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,"Residential, Normal Shop",2,1,1,,0,"Agriculture, Business",20k,"Maize, Millet",No,Yes,Yes,3km,Buffalo,1
27.4140877,85.1353774,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,61000,"Maize, Millet",Rain Water,Yes,Yes,6km,Cow,0
27.4203251,85.0941126,1,स्थायी भवन,आर.सी.सी.,1,नक्सा पास् र सम्पन्न भएको,Residential,6,3,3,,0,"Agriculture, Business",2 lakhs,Maize,No,Yes,Yes,3km,Goat,1
27.4147541,85.1344351,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,2,5,,1,Agriculture,51000,Maize,Rain Water,Yes,Yes,5km,Cow,0
27.4202048,85.0936334,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,3,1,2,,0,Agriculture,20k,Maize,No,Yes,Yes,2km,"Cow, Goat",0
27.4148185,85.134467,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Agriculture,71000,Maize,No,Yes,Yes,8km,Goat,0
27.4202049,85.0936318,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,4,4,2,,0,Agriculture,20k,Maize,No,Yes,Yes,2km,Cow,0
27.4153737,85.1344373,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,41000,Maize,Rain Water,Yes,Yes,5km,Cow,0
27.4202116,85.0936167,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,"Agriculture, Business",30k,Maize,No,Yes,Yes,3km,Cow,0
27.4157212,85.1346458,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,1,Agriculture,45000,Maize,Rain Water,Yes,Yes,6km,Cow,0
27.4203471,85.0933226,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Health Services,,,,,,,,,,Yes,Yes,3km,,
27.4161624,85.1338832,2,अस्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,2000,"Maize, Millet",No,Yes,Yes,5km,"Cow, Goat",0
27.4195278,85.0939408,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,"Agriculture, Foreign Employment",20k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",0
27.4161952,85.1338874,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,1,4,,0,Agriculture,31000,"Maize, Millet",No,Yes,Yes,6km,Goat,0
27.4186791,85.0938564,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,4km,,
27.4184924,85.1344484,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,33000,Maize,Rain Water,Yes,Yes,6km,Cow,0
27.4186441,85.1347665,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,4,2,,0,Agriculture,33000,Maize,Rain Water,Yes,Yes,6km,Cow,1
27.4180005,85.0911392,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,6,2,4,,0,"Agriculture, Foreign Employment",50k,Maize,No,Yes,Yes,4km,"Cow, Goat",0
27.418852,85.1349215,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,6000,"Maize, Millet",No,Yes,Yes,5km,"Cow, Goat",0
27.4180371,85.0915657,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,6,4,3,,0,"Agriculture, Foreign Employment",60k,"Maize, Millet",No,Yes,Yes,4km,"Cow, Goat",2
27.420879,85.1367075,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,45000,Maize,Rain Water,Yes,Yes,6km,Goat,0
27.4154931,85.0926319,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,"Agriculture, Foreign Employment",50k,"Maize, Millet",No,Yes,Yes,4km,"Cow, Goat",0
27.4155849,85.0922139,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,6,3,3,,0,"Agriculture, Business",50k,"Maize, Millet",No,Yes,Yes,4km,Cow,1
27.420806,85.1373993,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,1,4,,0,Agriculture,51000,Maize,Rain Water,Yes,Yes,7km,,0
27.4153284,85.0926545,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Others,,,,,,,,,,,,,,
27.4208671,85.1373407,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,3,1,,0,Agriculture,31000,Maize,No,Yes,Yes,6km,Cow,0
27.4150921,85.0926449,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",3,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,"Agriculture, Business",40k,"Maize, Millet",No,Yes,Yes,2km,Cow,0
27.4179751,85.135268,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,43000,Maize,Rain Water,Yes,Yes,6km,Cow,0
27.4181197,85.1355741,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,8000,"Maize, Millet",No,Yes,Yes,6km,"Cow, Goat",0
27.4151965,85.0943666,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,2k,"Maize, Paddy",No,Yes,Yes,2km,"Cow, Goat",0
27.4182173,85.1357646,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,4500,"Maize, Millet",No,Yes,Yes,6km,Cow,0
27.4153572,85.094631,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,8,4,4,,0,Agriculture,20k,"Maize, Millet",No,Yes,Yes,2km,"Cow, Goat",0
27.4191137,85.1363878,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,4500,Millet,No,Yes,Yes,6km,Chicken,0
27.4154488,85.0950132,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,2km,Cow,2
27.4187616,85.1369185,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,34000,"Maize, Millet",No,Yes,Yes,6km,Cow,0
27.415437,85.0949798,2,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Others,,,,,,,,,,,,,,
27.4183655,85.1371451,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,54000,Maize,Rain Water,Yes,Yes,6km,Cow,0
27.4155352,85.095931,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,"Agriculture, Foreign Employment",30k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",1
27.4175045,85.1376383,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,61000,Maize,Rain Water,Yes,Yes,6km,Cow,0
27.4155523,85.0961147,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Business,60k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",0
27.416803,85.1382471,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,6000,"Maize, Millet",No,Yes,Yes,6km,"Cow, Goat",1
27.4157818,85.0967798,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,"Agriculture, Teaching",50k,Maize,No,Yes,Yes,3km,Goat,0
27.4178033,85.1381889,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,3400,"Maize, Millet",No,Yes,Yes,6km,Goat,0
27.4146574,85.0925535,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,"Agriculture, Foreign Employment",50k,"Maize, Millet",No,Yes,Yes,2km,"Chicken, Goat",1
27.4138698,85.0920601,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,3,2,1,,0,"Agriculture, Foreign Employment",50k,Maize,No,Yes,Yes,2km,"Chicken, Goat",0
27.4156673,85.1377715,2,स्थायी भवन,आर.सी.सी.,1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,6,3,3,,0,Agriculture,3100,"Maize, Millet",No,Yes,Yes,6km,Cow,0
27.4138003,85.0919647,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,20k,"Maize, Millet",No,Yes,Yes,3km,Buffalo,0
27.4125684,85.0912367,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,20k,Maize,No,Yes,Yes,2km,"Buffalo, Cow",0
27.4111147,85.0898827,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,8,4,4,,0,"Agriculture, Foreign Employment",60k,Maize,No,Yes,Yes,2km,"Chicken, Goat",1
27.4107668,85.089828,1,स्थायी भवन,जस्तापाता,3,नक्सा पास् र सम्पन्न भएको,Financial Institution,,,,,,,,,,Yes,Yes,2km,,
27.4205325,85.0955885,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,4,1,3,,0,Business,40k,"Maize, Millet",No,Yes,Yes,2km,Cow,0
27.4203688,85.09623,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,"Agriculture, Foreign Employment",60k,"Maize, Millet",No,Yes,Yes,2km,Cow,0
27.4211388,85.0965702,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् र सम्पन्न भएको,Residential,8,4,4,,0,"Agriculture, Business",30k,"Maize, Millet",No,Yes,Yes,3km,Cow,1
27.4220954,85.0970025,2,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4197706,85.0974877,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,,,,,,,,,,,,,,
27.4206447,85.0977628,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,8,3,5,,0,Foreign Employment,100000,"Maize, Millet",No,Yes,Yes,3km,"Chicken, Cow",2
27.4127254,85.0978244,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,6,3,3,,0,"Agriculture, Foreign Employment",40k,Maize,No,Yes,Yes,3km,Cow,2
27.412554,85.0987409,2,स्थायी भवन,जस्तापाता,1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,,,,,,,,,No,Yes,Yes,4km,,
27.4112356,85.101813,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,4km,Chicken,
27.4130333,85.0989858,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,Business,40k,"Maize, Paddy, Wheat, Millet",No,,Yes,4km,Cow,1
27.413331,85.0990484,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,4,1,3,,0,Agriculture,20k,"Maize, Millet",No,Yes,Yes,4km,Goat,
27.4107461,85.1000347,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,4km,,
27.4107591,85.0979887,2,स्थायी भवन,आर.सी.सी.,2,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,,Cow,
27.4103253,85.0979294,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,थाहा नभएको ,Null,,,,,,,,,,Yes,Yes,3km,,
27.4111117,85.1020883,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,3km,,
27.4126612,85.1033294,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,6,3,3,,0,Foreign Employment,50k,Maize,No,Yes,Yes,3km,Cow,
27.4136937,85.1047776,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,8,5,3,,0,Business,100000,Maize,No,Yes,Yes,3km,Cow,1
27.4146835,85.1041662,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Business,50k,Maize,No,Yes,Yes,3km,Cow,0
27.4135251,85.1030177,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,3,2,1,,0,Agriculture,20k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",2
27.4146353,85.1032366,2,निर्माणाधीन भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,6,3,3,0,0,Foreign Employment,40k,Maize,No,Yes,Yes,3km,Buffalo,0
27.4146221,85.1032182,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,30k,"Maize, Millet",No,Yes,Yes,3km,Cow,1
27.4125638,85.1058011,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,3,3,,0,"Agriculture, Foreign Employment",40k,"Maize, Millet",No,Yes,Yes,4km,"Cow, Goat",0
27.4091035,85.0972079,1,स्थायी भवन,जस्तापाता,1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,,,,,,,,,,Yes,Yes,3km,,
27.4089921,85.0957996,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,0,0,Agriculture,10k,Maize,No,Yes,Yes,2km,"Cow, Goat",0
27.4092914,85.0949442,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,Business,50k,Maize,No,Yes,Yes,3km,Cow,
27.4102004,85.094688,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,6,2,4,,0,Agriculture,30k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",0
27.4073718,85.0983809,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,7,3,4,0,0,"Agriculture, Business",30k,"Maize, Millet",No,Yes,Yes,2km,"Chicken, Goat",1
27.4059115,85.0991296,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास् र सम्पन्न भएको,Residential,6,4,2,,0,"Agriculture, Foreign Employment",30k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,3km,Buffalo,0
27.4386162,85.0771808,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,7,3,4,,0,Agriculture,20k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,2km,"Cow, Goat",2
27.4383844,85.0771417,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,2,1,1,,0,Agriculture,20k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",1
27.4382066,85.0769032,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,30k,"Maize, Millet",No,Yes,Yes,3km,"Cow, Goat",1
27.4381267,85.0770975,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,9,6,3,,0,"Agriculture, Foreign Employment",60k,"Maize, Paddy, Wheat, Millet",No,Yes,Yes,4km,"Chicken, Cow, Goat",2
27.4381568,85.0774816,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,3,1,2,,0,Agriculture,20k,Maize,No,Yes,Yes,3km,"Cow, Goat",0
