Latitude,Longitude,Number of Structures,Type of building,Building Material,No of storeys,Type of Building Registration,Use of building,Total No. of Family Member,Gender: Male,Gender: Female,Gender: Others,Physically Disabled,Source of Income,Average Salary,Crops Harvest,Irrigation Facility,Electricity Facility,Road Acces,Nearest Health Facility,Animal Husbandary,No. of old member
27.4113479,85.1941811,1,स्थायी भवन,जस्तापाता,2,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,6,4,2,,0,Agriculture,,Maize,No,Yes,Yes,3Km,"Chicken, Cow, Goat",0
27.4118237,85.1937419,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,2000,Maize,No,Yes,Yes,3Km,"Chicken, Cow, Goat",0
27.4164212,85.1917328,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,7,3,4,,0,Foreign Employment,30000,"Maize, Millet",No,Yes,Yes,3Km,"Chicken, Cow, Goat",0
27.4162881,85.1916795,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,1000,"Maize, Millet",No,Yes,Yes,3Km,"Cow, Goat",0
27.4132093,85.1929563,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,,"Maize, Millet",No,Yes,Yes,3Km,"Cow, Goat",0
27.4125109,85.1929777,2,स्थायी भवन,जस्तापाता,1,अभिलेखीकरण भएको,Residential,3,2,1,,0,Agriculture,,"Maize, Millet",No,Yes,Yes,3Km,"Chicken, Cow, Goat",0
27.4118082,85.1932787,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,,Maize,No,Yes,Yes,3Km,"Cow, Goat",
27.4125458,85.1922048,2,निर्माणाधीन भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4066063,85.193695,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,8,3,5,,0,Agriculture,20000,Maize,No,Yes,Yes,1Km,"Chicken, Cow, Goat",0
27.4063258,85.1933586,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,2,2,,0,Agriculture,20000,Maize,No,Yes,Yes,1Km,"Cow, Goat",
27.405284,85.1929547,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,,,0,Agriculture,100000,Maize,No,Yes,Yes,1km,Goat,0
27.4061254,85.1919427,1,अस्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,6,3,3,,0,Agriculture,,Maize,No,Yes,Yes,1Km,Goat,0
27.4069833,85.1911,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,3Km,,
27.4079017,85.1904967,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,2,1,1,,0,Private Job,,,No,Yes,Yes,2Km,,0
27.4079236,85.19051,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,Agriculture,,Maize,No,Yes,Yes,2Km,,0
27.4096028,85.1884846,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Private Job,0,Maize,No,Yes,Yes,2Km,,0
27.4117624,85.1859487,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,5,1,4,,0,Private Job,,Maize,No,Yes,Yes,2Km,Cow,0
27.4109282,85.185938,1,अस्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,,,,,,,,,,,,,,
27.412605,85.186685,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,4,2,2,,0,Agriculture,,Maize,No,Yes,Yes,2Km,,0
27.4126034,85.1866956,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,"Residential, Educational",,,,,,,,,,,,,,
27.4123434,85.1870496,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,,,,,,,,,,,,,
27.4104067,85.18718,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,8,4,4,,,,,,,,,,,
27.4104075,85.1872047,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,3,1,2,,0,Private Job,,Maize,No,,Yes,2Km,,0
27.4031949,85.190046,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,5,2,3,,0,Agriculture,,,No,Yes,Yes,1Km,,0
27.4028214,85.1886565,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,,,,,,,,,,,,,,
27.4026539,85.1891764,1,स्थायी भवन,जस्तापाता,1,अभिलेखीकरण भएको,Residential,7,2,5,,0,Agriculture,,Maize,No,Yes,Yes,1Km,,2
27.4022033,85.18967,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,,,,,,,,,,,,,
27.401095,85.1897833,6,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,6,3,3,,,,,,,,,,,
27.4007183,85.1896467,1,स्थायी भवन,जस्तापाता,1,अभिलेखीकरण भएको,Residential,10,5,5,,0,Agriculture,,Maize,No,,Yes,2Km,,0
27.3997233,85.18927,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,14,7,7,,0,Agriculture,,Maize,No,Yes,,2Km,,0
27.3990983,85.188965,1,स्थायी भवन,जस्तापाता,1,अभिलेखीकरण भएको,Residential,10,4,6,,0,Agriculture,,Maize,No,Yes,,2Km,,0
27.3976232,85.1898317,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,2,1,1,,0,Agriculture,,Maize,No,Yes,Yes,2Km,,0
27.3967686,85.1884362,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,6,,,,,,,,,,,,,
27.3888249,85.1841683,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.3874486,85.1833798,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,,,,,,,,,
27.3877358,85.1840389,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Residential,12,6,6,,0,,,,,,,,,
27.39449,85.182296,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.3945017,85.1823,1,स्थायी भवन,जस्तापाता,2,अभिलेखीकरण भएको,Residential,7,3,4,,0,Agriculture,,Maize,No,Yes,Yes,2Km,Cow,0
27.3940817,85.1822283,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,1,3,,0,Agriculture,,Maize,No,Yes,Yes,2Km,Cow,0
27.39408,85.1822767,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,4,2,2,,0,Agriculture,,,,Yes,Yes,,,0
27.4002617,85.17374,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,,Agriculture,,,,Yes,Yes,5Km,,0
27.3999217,85.1749433,1,स्थायी भवन,"जस्तापाता, भार वहन",1,अभिलेखीकरण भएको,Residential,4,2,3,,0,Agriculture,,Maize,No,Yes,Yes,2Km,,0
27.3999367,85.1749667,1,स्थायी भवन,जस्तापाता,2,अभिलेखीकरण भएको,Residential,4,2,2,,0,Agriculture,,Maize,No,Yes,Yes,3Km,,0
27.3999533,85.1749917,2,स्थायी भवन,जस्तापाता,1,अभिलेखीकरण भएको,Residential,8,4,4,,0,Private Job,,Maize,No,Yes,,4Km,,0
27.3999792,85.174944,2,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Residential,5,2,,,0,Agriculture,,Maize,No,Yes,Yes,5Km,,0
27.4008688,85.1778484,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,0,Agriculture,,Maize,No,Yes,Yes,,,0
27.4009144,85.1774753,1,निर्माणाधीन भवन,जस्तापाता,2,अभिलेखीकरण भएको,Residential,7,2,5,,0,Agriculture,,Maize,No,Yes,Yes,4Km,,0
27.4072493,85.1784582,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,2,3,,0,Private Job,,Maize,No,Yes,Yes,6Km,,0
27.4060232,85.176288,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,4,2,2,,,,,,,,,6Km,,
27.4057083,85.1761183,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,6,2,2,,,,,,,,,5Km,,
27.40427,85.1745217,2,स्थायी भवन,जस्तापाता,1,अभिलेखीकरण भएको,Residential,6,3,3,,0,Agriculture,,Maize,No,Yes,Yes,5Km,,0
27.4041633,85.1743083,1,स्थायी भवन,जस्तापाता,2,अभिलेखीकरण भएको,Residential,7,4,3,,0,Agriculture,10000,Maize,No,Yes,Yes,5Km,,0
27.4041667,85.1742283,1,स्थायी भवन,जस्तापाता,1,अभिलेखीकरण भएको,Residential,8,3,5,,0,Agriculture,10000,Maize,No,Yes,Yes,5Km,Chicken,0
27.4041667,85.1742217,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,10,5,5,,0,Agriculture,,Maize,No,,Yes,5Km,Cow,1
27.4041667,85.17423,2,स्थायी भवन,जस्तापाता,1,अभिलेखीकरण भएको,Residential,7,5,2,,0,Agriculture,,Maize,No,Yes,Yes,5Km,Cow,1
27.4031783,85.17408,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,थाहा नभएको ,Null,,,,,,,,,,,,5Km,,
27.4013983,85.1766233,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,,,,,,,,,,,,6Km,,
27.4021567,85.1769367,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,6Km,,
27.404845,85.17781,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,6Km,,
27.4051433,85.1797283,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,6Km,,
27.404855,85.1799667,2,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,6Km,,
27.4048017,85.1800717,2,स्थायी भवन,जस्तापाता,2,अभिलेखीकरण भएको,Residential,6,3,3,,,Agriculture,,Maize,No,Yes,Yes,5Km,,1
27.4034433,85.1802433,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,7Km,,
27.4030567,85.1810833,5,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,5Km,,
27.405975,85.1808017,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,5Km,,
27.4066883,85.18105,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,5Km,,
27.409825,85.177135,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,,Agriculture,,,No,Yes,Yes,5Km,,
27.4104483,85.176715,2,स्थायी भवन,जस्तापाता,1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,7,5,2,,0,Agriculture,,Maize,No,Yes,Yes,5Km,,
27.4111727,85.1759767,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.412076,85.1764946,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,5Km,,
27.4112986,85.1757738,2,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,5Km,,
27.4117996,85.1757214,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,5Km,,
27.4119942,85.1760973,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,5Km,,
27.4215833,85.1634417,1,स्थायी भवन,जस्तापाता,1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,7,3,4,,0,Agriculture,,Maize,No,Yes,Yes,5Km,Goat,0
27.42753026,85.14010832,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,3,2,,0,Agriculture,,Maize,No,Yes,Yes,5Km,Goat,0
27.42752696,85.14011002,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Educational,7,5,2,,0,Private Job,,Maize,No,Yes,Yes,5Km,,0
27.42752356,85.14011332,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4313968,85.143428,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.428645,85.1422183,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4159003,85.1558441,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4272773,85.1434867,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4286383,85.1422033,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Private Job,,Maize,No,Yes,Yes,5Km,Goat,0
27.4280187,85.1429173,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Null,,,,,,,,,,,,,,
27.4238126,85.1457097,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4293944,85.1437855,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,6,3,3,,0,Agriculture,,,No,Yes,Yes,5Km,Goat,0
27.4333519,85.1483441,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Null,,,,,,,,,,,,,,
27.4120378,85.1284314,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,,,,,,,,,,,,,
27.4114518,85.1281763,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,5,,,,,,,,,,,,,
27.4283314,85.1449865,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.429405,85.14379,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,0,5,,0,Agriculture,,Maize,No,Yes,Yes,5Km,Goat,0
27.4298134,85.1416208,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4221967,85.1538167,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4293729,85.143776,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,5,2,3,,0,Agriculture,,,No,Yes,Yes,5Km,Goat,0
27.4261263,85.1424001,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,Agriculture,1900000,Maize,No,Yes,Yes,5Km,,0
27.4337079,85.1485162,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,,,,,,,,,,,,,,
27.4238224,85.1471421,1,स्थायी भवन,आर.सी.सी.,2,अभिलेखीकरण र सम्पन्न भएको,Null,5,2,2,,0,Agriculture,,Maize,No,Yes,Yes,5Km,Goat,0
27.4304002,85.1440065,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.421985,85.1554683,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,6,4,2,,0,Agriculture,,Maize,No,Yes,Yes,5Km,Goat,0
27.4337171,85.1485248,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4336696,85.1483644,2,स्थायी भवन,जस्तापाता,2,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,7,6,1,,0,Agriculture,,Maize,No,Yes,Yes,5KM,Goat,0
27.4337654,85.1478936,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4117761,85.1283324,2,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4086746,85.1310478,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,,Maize,No,Yes,Yes,5Km,Goat,0
27.433941,85.1481129,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,1,3,,0,Agriculture,,,No,Yes,Yes,4KM,Goat,0
27.4336177,85.147669,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,9,6,3,,,,,,,,,,,
27.4127893,85.1529912,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,थाहा नभएको ,Null,5,3,2,,0,Agriculture,1000,Maize,No,No,Yes,4KM,"Chicken, Goat",0
27.4348532,85.1415454,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4268862,85.1587319,1,स्थायी भवन,जस्तापाता,2,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,6,3,3,,0,Agriculture,1000,Maize,No,Yes,Yes,4KM,Goat,0
27.430738,85.1460349,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,,Maize,No,Yes,Yes,4Km,Goat,0
27.4259983,85.1550767,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4348717,85.1413517,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4233479,85.1479352,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4343287,85.141487,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4162383,85.1326217,2,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4269617,85.1612,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4345198,85.1414228,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4307367,85.145915,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4089461,85.1425145,2,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.411835,85.1455367,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4118467,85.1455367,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.430105,85.14967,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,,,,,,,,,,,,,,
27.4019484,85.1335888,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4058154,85.1390253,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4129587,85.1278424,1,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4166092,85.1565018,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4302491,85.1492571,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4221167,85.1538933,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4134983,85.1288167,1,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4164417,85.157231,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,0
27.4304435,85.1495127,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4112364,85.1277006,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.404675,85.13818,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4347578,85.1415331,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Agriculture,,Maize,No,Yes,Yes,5Km,"Chicken, Goat",0
27.4313721,85.1478186,1,स्थायी भवन,जस्तापाता,1,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,6,3,3,,0,Agriculture,,Maize,No,Yes,Yes,5Km,"Cow, Goat",0
27.42563,85.1504917,1,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,,,,,,,,,,,,,,
27.4160522,85.1443065,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4164671,85.1571538,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4045434,85.1380582,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4040147,85.1342179,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,,,,,,,,,,,,,,
27.4158267,85.1322783,2,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4052259,85.1289587,1,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Null,,,,,,,,,,,,,,
27.4332183,85.1413233,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4286417,85.14221,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4210148,85.1606937,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4119601,85.126909,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.41101,85.1441717,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4235217,85.1536817,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4163547,85.1327017,2,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4081974,85.1397365,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4104017,85.1425617,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4021117,85.1343824,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4025895,85.137231,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,थाहा नभएको ,Null,5,3,2,,0,Agriculture,,Maize,No,Yes,Yes,5Km,"Chicken, Goat",1
27.4135992,85.1539587,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4317255,85.1432399,1,स्थायी भवन,जस्तापाता,1,अभिलेखीकरण र सम्पन्न भएको,Residential,5,3,2,,0,Agriculture,,Maize,No,Yes,Yes,5Km,Goat,0
27.4087588,85.1396051,2,स्थायी भवन,"जस्तापाता, आर.सी.सी.",1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,"Residential, Normal Shop",,,,,,,,,,,,,,
27.4210333,85.160705,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4163088,85.1326495,2,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4067128,85.1345667,1,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4125885,85.1305229,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4163267,85.132655,2,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4172642,85.1594498,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4259415,85.1631514,1,स्थायी भवन,जस्तापाता,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4045717,85.1267033,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4344312,85.1413464,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4298439,85.1415473,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,6,3,3,,0,,,,,,,,,
27.4057223,85.1357996,1,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.403647,85.1296841,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.416215,85.1323467,2,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.415555,85.1319017,1,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4238912,85.1527591,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4162133,85.132595,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4157933,85.13218,1,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4162067,85.1323633,2,स्थायी भवन,आर.सी.सी.,2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4158467,85.1322517,1,स्थायी भवन,"जस्तापाता, आर.सी.सी.",2,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4122667,85.14952,1,अस्थायी भवन,जस्तापाता,1,थाहा नभएको ,Residential,,,,,,,,,,,,,,
27.4025217,85.132275,2,स्थायी भवन,जस्तापाता,2,नक्सा पास् नभएको र अभिलेकिकरण नगरिएको,Residential,4,2,2,,0,Private Job,,Maize,No,Yes,Yes,5Km,Goat,0
27.4130711,85.1364148,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4295803,85.1416714,2,स्थायी भवन,जस्तापाता,1,थाहा नभएको ,Null,,,,,,,,,,,,,,
27.4070538,85.1333008,2,स्थायी भवन,जस्तापाता,1,नक्सा पास् र सम्पन्न भएको,Residential,3,2,1,,0,,,,,,,,,
27.42806,85.1508883,2,स्थायी भवन,जस्तापाता,2,नक्सा पास्  भएको र अरु थाहा नभएको ,Residential,5,3,2,,0,Private Job,,Maize,No,Yes,Yes,5Km,Goat,0
